日付,始値,高値,安値,終値,出来高,調整後終値
2022/1/28,27395,27645,27160,27620,290189,27620
2022/1/27,28055,28090,26945,27040,511168,27040
2022/1/26,28015,28085,27745,27920,289273,27920
2022/1/25,28360,28380,27775,28005,416617,28005
2022/1/24,28120,28535,28090,28485,200719,28485
2022/1/21,28185,28490,28025,28430,357106,28430
2022/1/20,28285,28795,28110,28675,348200,28675
2022/1/19,28730,28795,28230,28415,588011,28415
2022/1/18,29380,29620,29045,29160,191232,29160
2022/1/17,29255,29380,29205,29265,104930,29265
2022/1/14,29195,29195,28805,29060,323987,29060
2022/1/13,29595,29595,29400,29435,226357,29435
2022/1/12,29420,29745,29400,29705,123659,29705
2022/1/11,29295,29415,29005,29160,169828,29160
2022/1/7,29640,29755,29220,29425,173376,29425
2022/1/6,30020,30070,29430,29430,264613,29430
2022/1/5,30250,30370,30150,30290,391670,30290
2022/1/4,30020,30270,29895,30230,199522,30230
2021/12/30,29745,29845,29510,29770,98771,29770
2021/12/29,29940,30040,29665,29830,88807,29830
2021/12/28,29880,30030,29780,29955,238038,29955
2021/12/27,29670,29700,29560,29575,142502,29575
2021/12/24,29740,29775,29680,29715,188253,29715
2021/12/23,29610,29695,29545,29695,137537,29695
2021/12/22,29530,29585,29375,29440,80686,29440
2021/12/21,29265,29430,29115,29405,231018,29405
2021/12/20,29185,29330,28785,28835,269638,28835
2021/12/17,29735,29815,29405,29440,123418,29440
2021/12/16,29915,29995,29690,29995,187794,29995
2021/12/15,29240,29410,29235,29350,69678,29350
2021/12/14,29430,29575,29195,29335,121496,29335
2021/12/13,29590,29695,29490,29545,80489,29545
2021/12/10,29440,29600,29285,29325,107953,29325
2021/12/9,29725,29815,29650,29660,99856,29660
2021/12/8,29765,29815,29525,29780,235726,29780
2021/12/7,29090,29525,28840,29475,248429,29475
2021/12/6,28890,28900,28560,28810,98437,28810
2021/12/3,28735,28915,28455,28915,265306,28915
2021/12/2,28480,28830,28475,28655,275522,28655
2021/12/1,28800,29010,28460,28800,340555,28800
2021/11/30,29565,29620,28720,29300,389590,29300
2021/11/29,29250,29690,29075,29190,468602,29190
2021/11/26,30300,30300,29510,29680,668439,29680
2021/11/25,30400,30500,30350,30450,75806,30450
2021/11/24,30550,30700,30100,30250,134190,30250
2021/11/22,30500,30750,30450,30700,95787,30700
2021/11/19,30550,30700,30550,30700,69411,30700
2021/11/18,30550,30650,30300,30550,140889,30550
2021/11/17,30850,30850,30550,30650,73143,30650
2021/11/16,30700,30900,30600,30700,108464,30700
2021/11/15,30700,30800,30600,30750,86706,30750
2021/11/12,30350,30600,30300,30600,99488,30600
2021/11/11,29930,30300,29930,30200,114398,30200
2021/11/10,30150,30250,29990,30050,132642,30050
2021/11/9,30600,30750,30150,30200,200350,30200
2021/11/8,30650,30700,30400,30400,62233,30400
2021/11/5,30750,30750,30400,30500,134399,30500
2021/11/4,30900,30900,30650,30750,176152,30750
2021/11/2,30450,30550,30350,30450,141763,30450
2021/11/1,30350,30600,30300,30550,420432,30550
2021/10/29,29740,29930,29370,29840,364462,29840
2021/10/28,29710,29800,29590,29740,222789,29740
2021/10/27,29950,30050,29770,30000,273200,30000
2021/10/26,29860,30100,29810,30050,355858,30050
2021/10/25,29380,29570,29360,29500,235140,29500
2021/10/22,29510,29900,29440,29710,292102,29710
2021/10/21,30000,30150,29580,29630,239681,29630
2021/10/20,30350,30450,30100,30200,130177,30200
2021/10/19,30000,30200,29980,30200,160396,30200
2021/10/18,30000,30050,29840,29930,128692,29930
2021/10/15,29780,29990,29630,29990,305185,29990
2021/10/14,29170,29490,29130,29440,163620,29440
2021/10/13,28930,29270,28880,29050,179055,29050
2021/10/12,29340,29370,29060,29130,195435,29130
2021/10/11,28870,29490,28770,29410,227443,29410
2021/10/8,29020,29220,28910,28950,331733,28950
2021/10/7,28560,28910,28490,28570,339362,28570
2021/10/6,28920,29100,28160,28400,620508,28400
2021/10/5,28800,28880,28330,28710,833611,28710
2021/10/4,30050,30050,29230,29360,457169,29360
2021/10/1,30200,30350,29590,29700,651871,29700
2021/9/30,30550,30600,30250,30450,182686,30450
2021/9/29,30500,30650,30250,30450,274697,30450
2021/9/28,30950,31000,30750,30950,92451,30950
2021/9/27,31050,31200,30950,31000,99297,31000
2021/9/24,31000,31050,30850,31000,204306,31000
2021/9/22,30550,30650,30300,30450,337404,30450
2021/9/21,30600,30850,30500,30650,228973,30650
2021/9/17,31150,31350,31100,31250,167810,31250
2021/9/16,31400,31400,30950,31050,197327,31050
2021/9/15,31200,31350,31100,31250,149643,31250
2021/9/14,31350,31600,31250,31500,341720,31500
2021/9/13,31150,31250,30950,31250,150694,31250
2021/9/10,30800,31150,30800,31150,345550,31150
2021/9/9,30700,30900,30650,30750,165390,30750
2021/9/8,30600,31000,30550,31000,388772,31000
2021/9/7,30650,30850,30550,30650,433373,30650
2021/9/6,30300,30500,30200,30450,580388,30450
2021/9/3,29320,29890,29310,29840,623128,29840
2021/9/2,29220,29360,29130,29260,251715,29260
2021/9/1,28880,29190,28870,29170,375158,29170
2021/8/31,28380,28870,28300,28790,390788,28790
2021/8/30,28580,28640,28360,28480,116014,28480
2021/8/27,28270,28360,28160,28330,94468,28330
2021/8/26,28490,28520,28370,28410,71032,28410
2021/8/25,28500,28590,28360,28410,133193,28410
2021/8/24,28340,28510,28330,28440,130532,28440
