日付,始値,高値,安値,終値,出来高,調整後終値
2022/10/5,359500,360500,351500,352500,3671,352500
2022/10/4,357500,361000,357500,359500,2673,359500
2022/10/3,358500,359500,351500,355500,4559,355500
2022/9/30,352000,357500,347500,354500,5354,354500
2022/9/29,352000,356000,352000,353000,3314,353000
2022/9/28,352000,354500,344500,347000,5412,347000
2022/9/27,354500,358500,351500,352500,4638,352500
2022/9/26,359500,359500,353500,354000,5300,354000
2022/9/22,359000,362000,356000,361000,2828,361000
2022/9/21,363000,364500,360500,361500,2346,361500
2022/9/20,368500,368500,361000,363000,2553,363000
2022/9/16,359000,366500,359000,365000,4726,365000
2022/9/15,360500,364500,358500,358500,4009,358500
2022/9/14,364000,364500,360500,361500,1494,361500
2022/9/13,368000,368000,363000,364500,2010,364500
2022/9/12,368000,368000,364500,366000,1243,366000
2022/9/9,364000,368500,364000,367000,3588,367000
2022/9/8,366500,367000,364000,364500,1858,364500
2022/9/7,366500,367000,364000,365500,1333,365500
2022/9/6,365000,365500,363000,364500,1143,364500
2022/9/5,362500,366000,362500,364000,1186,364000
2022/9/2,364500,365000,362000,362500,1682,362500
2022/9/1,369000,369000,362500,362500,2465,362500
2022/8/31,370000,373000,368000,368000,2996,368000
2022/8/30,365000,370500,364500,370000,2149,370000
2022/8/29,362500,364500,359500,363000,2902,363000
2022/8/26,361500,363500,360000,363500,1391,363500
2022/8/25,361000,361500,358000,359500,1496,359500
2022/8/24,357500,361500,357000,357000,2629,357000
2022/8/23,364500,364500,357500,358000,1913,358000
2022/8/22,365500,365500,361500,364000,1354,364000
2022/8/19,362000,365500,361500,365000,1832,365000
2022/8/18,358000,362500,358000,361000,1563,361000
2022/8/17,363500,364500,361000,361000,1377,361000
2022/8/16,360500,363500,359500,363500,2163,363500
2022/8/15,357500,359500,356500,359000,1643,359000
2022/8/12,359500,361000,356000,357000,2595,357000
2022/8/10,361000,362500,357000,359500,2875,359500
2022/8/9,364500,364500,360000,361500,3400,361500
2022/8/8,363000,364500,360000,362500,2164,362500
2022/8/5,368000,368000,363000,364000,2970,364000
2022/8/4,365500,368000,363000,366000,2030,366000
2022/8/3,368000,369500,359500,363000,3186,363000
2022/8/2,371000,371000,361500,363500,2506,363500
2022/8/1,367500,369500,365000,369500,3405,369500
2022/7/29,363500,367000,361000,367000,7481,367000
2022/7/28,362500,364500,360000,362500,3164,362500
2022/7/27,362000,371000,362000,368000,7078,368000
2022/7/26,367500,367500,361500,365500,3314,365500
2022/7/25,367500,369000,366000,367500,4161,367500
2022/7/22,367500,371000,367500,369000,1832,369000
2022/7/21,363000,370500,363000,368500,3082,368500
2022/7/20,366000,366500,359000,366000,4277,366000
2022/7/19,360500,367500,360500,364500,2855,364500
2022/7/15,362500,365000,360000,360000,2118,360000
2022/7/14,361500,362500,359000,362000,1375,362000
2022/7/13,363000,366000,362500,363000,1606,363000
2022/7/12,366000,366000,362000,364000,2023,364000
2022/7/11,367000,369000,365500,366000,1641,366000
2022/7/8,363000,368000,360500,365000,2774,365000
2022/7/7,357500,365500,357500,363000,1455,363000
2022/7/6,359500,360500,356500,357500,2123,357500
2022/7/5,359000,361500,357000,360500,2539,360500
2022/7/4,359500,362000,356000,362000,2549,362000
2022/7/1,361500,364000,354500,357500,3056,357500
2022/6/30,361500,363000,358500,361000,3340,361000
2022/6/29,359000,362000,358500,361500,3066,361500
2022/6/28,353000,361500,353000,360000,3009,360000
2022/6/27,349500,354500,348500,353000,2114,353000
2022/6/24,348000,349500,345000,348500,2521,348500
2022/6/23,345500,355000,344000,347500,4030,347500
2022/6/22,346500,347500,344500,345500,5235,345500
2022/6/21,341000,347000,341000,346500,3026,346500
2022/6/20,346500,347500,339000,341500,3057,341500
2022/6/17,343500,350000,340500,349000,9113,349000
2022/6/16,341500,351500,340000,348000,7008,348000
2022/6/15,344500,346000,333500,334500,6646,334500
2022/6/14,353500,355500,342500,345000,4942,345000
2022/6/13,355000,356500,353500,355000,2912,355000
2022/6/10,361500,364000,357500,358500,3435,358500
2022/6/9,365000,366000,359000,362000,2719,362000
2022/6/8,362500,366000,362000,365500,2543,365500
2022/6/7,360000,362500,359500,361500,2685,361500
2022/6/6,357500,362000,356000,360000,3111,360000
2022/6/3,356500,359000,353500,355500,2563,355500
2022/6/2,354500,357500,352000,357500,3680,357500
2022/6/1,357500,360000,355500,357000,2644,357000
2022/5/31,351500,360500,351500,360500,4853,360500
2022/5/30,353500,355000,352000,355000,2437,355000
2022/5/27,345500,352000,343000,349000,6240,349000
2022/5/26,348500,349500,347000,347000,2103,347000
2022/5/25,348500,350500,347500,350500,3840,350500
2022/5/24,348000,349500,347000,348500,2493,348500
2022/5/23,348000,350000,346500,348500,2275,348500
2022/5/20,354500,354500,348500,350500,3792,350500
2022/5/19,353000,353500,348000,348000,1586,348000
2022/5/18,350000,351500,346000,349500,2929,349500
2022/5/17,346000,346500,343000,346500,3505,346500
2022/5/16,347500,348500,342000,346500,5960,346500
2022/5/13,341500,349500,341500,345500,5130,345500
2022/5/12,343500,343500,338500,340500,4171,340500
2022/5/11,348000,349500,339500,344000,7873,344000
2022/5/10,356000,356500,346500,347500,6914,347500
2022/5/9,353000,359000,352500,355000,3422,355000
2022/5/6,361500,361500,355500,356500,3777,356500
2022/5/2,354500,363000,353000,359000,3645,359000
2022/4/28,362000,364000,356500,356500,4429,356500
2022/4/27,356500,361000,356500,357500,3257,357500
2022/4/26,360000,362000,355000,358000,4727,358000
2022/4/25,356500,358000,352500,356500,2143,356500
2022/4/22,357000,358500,353500,356000,3213,356000
2022/4/21,354000,356500,352500,352500,2340,352500
2022/4/20,350000,354500,347500,353000,4187,353000
2022/4/19,358500,358500,351000,354000,4068,354000
2022/4/18,357000,360500,355500,358500,2653,358500
2022/4/15,358000,358000,353000,357000,2957,357000
2022/4/14,352500,352500,348000,351000,3058,351000
2022/4/13,350500,353500,350000,350500,3096,350500
2022/4/12,350000,352000,348500,350500,3082,350500
2022/4/11,346500,353000,346500,351000,2096,351000
2022/4/8,347500,351000,344000,344000,3829,344000
2022/4/7,351500,351500,344000,347500,3026,347500
2022/4/6,352500,353000,349500,351500,4032,351500
2022/4/5,353000,353000,346500,351000,2466,351000
2022/4/4,356500,356500,344000,351000,3696,351000
2022/4/1,342500,349500,336500,349500,4502,349500
2022/3/31,343000,348000,342500,344500,3174,344500
2022/3/30,350000,350000,338500,342000,3568,342000
2022/3/29,343000,348500,343000,347000,3333,347000
2022/3/28,342000,345500,340000,343000,3395,343000
2022/3/25,350500,351000,341000,341000,3202,341000
2022/3/24,336000,348500,335000,347500,5123,347500
2022/3/23,339500,342000,334500,337500,4265,337500
2022/3/22,327000,342000,325500,340500,5689,340500
2022/3/18,329000,331500,323000,325000,4162,325000
2022/3/17,326000,328000,323500,325500,2802,325500
2022/3/16,320000,326500,320000,324500,3819,324500
2022/3/15,323000,326500,321000,322500,2890,322500
2022/3/14,326000,328500,321500,321500,2480,321500
2022/3/11,332500,334500,325000,326000,5232,326000
2022/3/10,324500,331000,324000,328000,3474,328000
2022/3/9,321500,326000,318500,319500,4527,319500
2022/3/8,323000,325500,318000,318500,2521,318500
2022/3/7,323500,326500,320500,323500,3653,323500
2022/3/4,328500,329000,322000,324000,3806,324000
2022/3/3,328000,329000,326000,328000,2311,328000
2022/3/2,327000,330500,324000,328000,3350,328000
2022/3/1,322500,327000,322000,324500,2587,324500
2022/2/28,319500,323000,317500,322000,3426,322000
2022/2/25,317000,322000,316500,320000,3955,320000
2022/2/24,319000,326000,314500,320000,6776,320000
2022/2/22,319500,320500,315000,320000,4581,320000
2022/2/21,323000,326000,322500,322500,2740,322500
2022/2/18,322500,325000,320000,323000,6167,323000
2022/2/17,327500,328000,323000,326500,2972,326500
2022/2/16,321000,327500,320500,327000,3122,327000
2022/2/15,324000,329500,318500,320000,6456,320000
2022/2/14,323500,326500,318000,324500,4011,324500
2022/2/10,329500,331500,323500,330000,6699,330000
2022/2/9,324000,330000,320500,328000,3801,328000
2022/2/8,332500,333500,323000,324000,3315,324000
2022/2/7,335500,336000,329500,331500,2943,331500
2022/2/4,336000,342000,334500,334500,4121,334500
2022/2/3,326000,336000,326000,332500,4588,332500
2022/2/2,331000,333500,328500,330000,2792,330000
2022/2/1,341000,343500,329000,332000,4762,332000
2022/1/31,343500,348000,338500,338500,5907,338500
2022/1/28,343000,346000,338000,343500,5157,343500
2022/1/27,344000,352000,336500,352000,10640,352000
2022/1/26,340000,346000,336500,345500,5353,345500
2022/1/25,339000,341500,334000,340000,8042,340000
2022/1/24,329000,341000,325000,340000,8619,340000
2022/1/21,317000,335000,306500,332000,10315,332000
2022/1/20,328500,333500,318500,318500,12730,318500
2022/1/19,348500,348500,335000,335500,5772,335500
2022/1/18,350500,352000,347000,348000,2650,348000
2022/1/17,359500,363000,351500,352000,3210,352000
2022/1/14,367500,367500,360000,360500,3473,360500
2022/1/13,370500,371500,365000,366000,3095,366000
2022/1/12,368000,371500,367500,367500,2467,367500
