日付,始値,高値,安値,終値,出来高,調整後終値
2021/9/22,210500,211800,207000,207100,3699,207100
2021/9/21,213900,215300,210000,210300,2757,210300
2021/9/17,210700,215500,210700,215500,6352,215500
2021/9/16,211300,212000,207600,210000,7829,210000
2021/9/15,210700,213800,209700,210900,15083,210900
2021/9/14,210300,213200,210300,211800,8024,211800
2021/9/13,213700,215700,212200,212400,5426,212400
2021/9/10,212100,213900,209500,213900,15978,213900
2021/9/9,216300,218400,213900,215300,4389,215300
2021/9/8,216100,218200,215000,218200,2455,218200
2021/9/7,222000,222400,218500,219000,2941,219000
2021/9/6,218300,223900,218100,223200,3173,223200
2021/9/3,218000,220000,214300,218000,3822,218000
2021/9/2,227000,227900,215700,217800,8889,217800
2021/9/1,227100,230600,226900,229200,3343,229200
2021/8/31,228800,231000,227000,227600,4037,227600
2021/8/30,223000,228100,222700,228000,5128,228000
2021/8/27,216900,223000,215800,222900,3822,222900
2021/8/26,214100,216500,211300,216400,4352,216400
2021/8/25,214000,214900,210600,212800,3018,212800
2021/8/24,214900,216200,212500,213500,4336,213500
2021/8/23,217100,218400,213500,213700,3539,213700
2021/8/20,215900,217900,215200,216700,2858,216700
2021/8/19,216700,218400,216300,217100,2106,217100
2021/8/18,213100,217600,212700,217500,2425,217500
2021/8/17,211400,213800,210700,213400,1688,213400
2021/8/16,216000,216800,210800,211600,1345,211600
2021/8/13,213100,216000,212600,215800,1591,215800
2021/8/12,213000,213800,211700,213800,1356,213800
2021/8/11,211400,214700,211400,213000,1388,213000
2021/8/10,214600,216700,211400,211400,1690,211400
2021/8/6,217300,217300,213100,213500,1890,213500
2021/8/5,212600,218100,212200,217300,2866,217300
2021/8/4,210800,214700,210000,213300,2107,213300
2021/8/3,207000,211700,207000,210800,2562,210800
2021/8/2,207800,208900,207400,207800,2518,207800
2021/7/30,207300,208400,203900,207800,3280,207800
2021/7/29,202700,208700,202300,208700,9141,208700
2021/7/28,202300,204000,202000,203900,2403,203900
2021/7/27,201900,202900,200300,201900,1531,201900
2021/7/26,202300,202500,201200,201900,1864,201900
2021/7/21,200700,202700,200700,200800,1226,200800
2021/7/20,200900,202600,200100,201100,1900,201100
2021/7/19,200600,202000,200500,201900,1057,201900
2021/7/16,201000,203100,200500,202100,1151,202100
2021/7/15,203100,203300,201000,201000,995,201000
2021/7/14,201300,203300,201000,202700,1447,202700
2021/7/13,200200,203300,199600,201700,2530,201700
2021/7/12,197800,200100,196600,199600,1779,199600
2021/7/9,199100,199300,195700,196900,3193,196900
2021/7/8,197000,199700,196500,198900,2973,198900
2021/7/7,195300,197500,194900,196200,1566,196200
2021/7/6,194100,196800,192100,195600,1796,195600
2021/7/5,192000,194400,191900,194100,3593,194100
2021/7/2,188800,192700,188800,191900,1966,191900
2021/7/1,188000,190300,187200,188000,2740,188000
2021/6/30,186900,188700,186000,187500,1777,187500
2021/6/29,185000,186800,184600,186800,2337,186800
2021/6/28,188400,188800,187700,188800,2822,188800
2021/6/25,189200,189200,188200,188400,1338,188400
2021/6/24,187200,188600,187000,188400,1528,188400
2021/6/23,185700,187300,185600,186200,1698,186200
2021/6/22,182500,185500,182400,184300,1357,184300
2021/6/21,181200,183800,181200,182700,1710,182700
2021/6/18,181300,184300,181200,181800,4192,181800
2021/6/17,185100,185200,182100,182100,1901,182100
