日付,始値,高値,安値,終値,出来高,調整後終値
2022/1/28,133500,135600,131900,134800,13619,134800
2022/1/27,133500,134300,130100,134100,17500,134100
2022/1/26,131000,133800,129900,133500,13713,133500
2022/1/25,129100,131500,128400,129600,18367,129600
2022/1/24,128300,129800,125700,129000,12416,129000
2022/1/21,125500,128400,120700,127800,25318,127800
2022/1/20,131700,132500,126000,126200,26055,126200
2022/1/19,138400,139400,132300,132400,21044,132400
2022/1/18,138800,138800,136400,137000,8040,137000
2022/1/17,138900,140200,137600,138200,9668,138200
2022/1/14,139600,140300,138500,138800,12863,138800
2022/1/13,138900,139800,138400,138500,6349,138500
2022/1/12,136200,138900,136200,138200,8087,138200
2022/1/11,137800,138000,135700,136800,8591,136800
2022/1/7,135100,136900,134900,135900,8568,135900
2022/1/6,137300,137600,135100,135300,7817,135300
2022/1/5,139500,140300,137000,137100,11433,137100
2022/1/4,137500,138700,135000,138600,9522,138600
2021/12/30,136400,137100,135200,135200,5850,135200
2021/12/29,134700,136800,134500,136600,8818,136600
2021/12/28,134900,135200,134000,134100,5215,134100
2021/12/27,134800,134900,133100,134200,4722,134200
2021/12/24,135500,135500,134300,134700,5703,134700
2021/12/23,135000,135600,134700,135200,3771,135200
2021/12/22,135000,135600,134200,134900,6378,134900
2021/12/21,136300,137100,134600,135100,10103,135100
2021/12/20,139300,139800,136400,136500,15598,136500
2021/12/17,138000,140300,137700,140200,24168,140200
2021/12/16,139000,139200,138000,138600,6558,138600
2021/12/15,138700,139200,137600,139100,8201,139100
2021/12/14,140100,140500,137700,138000,13983,138000
2021/12/13,141800,142500,140600,140800,7205,140800
2021/12/10,143700,143800,141000,142200,15304,142200
2021/12/9,141900,144000,141600,143700,18323,143700
2021/12/8,142500,144000,142400,143200,13437,143200
2021/12/7,140600,142900,140600,142600,11391,142600
2021/12/6,141600,143300,140200,140500,10529,140500
2021/12/3,139700,143300,139700,142200,14468,142200
2021/12/2,141600,143000,139500,139700,16863,139700
2021/12/1,143600,144700,140400,141600,54581,141600
2021/11/30,136700,144600,136700,144600,256103,144600
2021/11/29,137000,139400,133700,135800,44222,135800
2021/11/26,144900,145100,141200,142700,47070,142700
2021/11/25,142000,145200,141800,144900,25690,144900
2021/11/24,139600,141900,139400,141700,25390,141700
2021/11/22,140200,140200,138800,140100,16451,140100
2021/11/19,138600,140500,138600,139400,18308,139400
2021/11/18,140300,140600,138600,139700,11319,139700
2021/11/17,140000,140600,139400,140500,15500,140500
2021/11/16,140700,140800,139600,140300,16165,140300
2021/11/15,141200,141900,139800,140300,16587,140300
2021/11/12,143600,145300,140500,141500,33879,141500
2021/11/11,142600,143800,142500,143600,16417,143600
2021/11/10,142000,142900,141100,142500,15257,142500
2021/11/9,142700,143000,141400,141700,9898,141700
2021/11/8,142200,143400,142000,142300,9957,142300
2021/11/5,142400,142900,141100,142400,10309,142400
2021/11/4,143800,144000,141300,141900,9242,141900
2021/11/2,140900,143100,140900,142300,12885,142300
2021/11/1,142000,142500,140900,141000,8795,141000
2021/10/29,141500,143100,140700,142000,15090,142000
