日付,始値,高値,安値,終値,出来高,調整後終値
2021/9/22,121000,121800,119500,120000,1718,120000
2021/9/21,120600,121200,120200,120200,991,120200
2021/9/17,122200,123000,120000,120200,3691,120200
2021/9/16,121400,122300,120600,122100,1377,122100
2021/9/15,121700,122400,121400,121400,1155,121400
2021/9/14,120900,121900,120900,121800,920,121800
2021/9/13,119600,121500,119400,121000,1978,121000
2021/9/10,119300,120100,119200,120000,1327,120000
2021/9/9,119900,120400,119200,120000,687,120000
2021/9/8,119000,120100,119000,119900,902,119900
2021/9/7,120800,121100,119400,119400,1050,119400
2021/9/6,120800,121300,120400,120800,1113,120800
2021/9/3,120700,121400,120200,120500,1881,120500
2021/9/2,121100,122000,120100,120900,1031,120900
2021/9/1,122200,122200,120900,121100,1365,121100
2021/8/31,121500,122500,120400,120700,2590,120700
2021/8/30,120900,121700,120200,121700,1810,121700
2021/8/27,118500,120800,118400,120800,2750,120800
2021/8/26,118000,118800,116900,118800,2006,118800
2021/8/25,118000,118600,117600,118000,1514,118000
2021/8/24,118700,119600,118100,118100,1192,118100
2021/8/23,119400,119700,118600,118600,1381,118600
2021/8/20,119600,120000,118500,119400,2377,119400
2021/8/19,120200,121000,119700,119700,1605,119700
2021/8/18,119600,120500,119600,120400,1409,120400
2021/8/17,120300,120600,119600,119700,1017,119700
2021/8/16,120600,120900,119700,120800,1068,120800
2021/8/13,120700,121500,120300,120400,1164,120400
2021/8/12,120100,121200,120100,121200,1106,121200
2021/8/11,119600,121300,119600,120100,1315,120100
2021/8/10,120100,120600,119500,119700,2279,119700
2021/8/6,121600,121700,119600,119800,3029,119800
2021/8/5,120500,121500,120000,121200,3230,121200
2021/8/4,121100,121100,119600,119600,2981,119600
2021/8/3,121300,122400,119600,119800,12524,119800
2021/8/2,128000,128600,124300,124300,7886,124300
2021/7/30,129600,130300,126900,127200,3569,127200
2021/7/29,130500,132300,127600,132300,7718,132300
2021/7/28,132500,133900,132300,133500,3114,133500
2021/7/27,132000,132700,131400,132100,1330,132100
2021/7/26,132500,133500,131900,132100,1410,132100
2021/7/21,130700,133100,130700,131500,2533,131500
2021/7/20,128500,130400,128000,130100,4878,130100
2021/7/19,132400,132400,130600,130600,1586,130600
2021/7/16,130500,132900,130200,132600,1762,132600
2021/7/15,129700,131000,129600,129700,649,129700
2021/7/14,130100,130100,129300,130000,633,130000
2021/7/13,130000,131000,129300,129800,1154,129800
2021/7/12,128800,129800,128800,129800,871,129800
2021/7/9,127600,129000,127300,128500,1317,128500
2021/7/8,130000,130600,128100,128100,1428,128100
2021/7/7,131400,131500,130400,130500,847,130500
2021/7/6,130400,131800,129800,131200,1224,131200
2021/7/5,128500,132100,128100,130100,1736,130100
2021/7/2,127600,128500,127000,128500,696,128500
2021/7/1,126700,128400,126500,127000,1509,127000
2021/6/30,126000,127000,125500,126500,700,126500
2021/6/29,125400,125900,124600,125900,589,125900
2021/6/28,124400,125200,124100,125200,705,125200
2021/6/25,124800,125400,124600,124600,484,124600
2021/6/24,124300,125100,123400,125100,692,125100
2021/6/23,123600,125000,123500,124400,538,124400
2021/6/22,122900,124300,122400,123600,703,123600
2021/6/21,120600,122700,120600,121900,657,121900
2021/6/18,121000,123500,120700,121600,2860,121600
2021/6/17,124300,124300,121700,121700,912,121700
2021/6/16,124300,124900,123600,123600,575,123600
2021/6/15,125500,126100,123800,124200,831,124200
2021/6/14,127000,127300,125400,125500,539,125500
2021/6/11,126800,127900,126600,126600,1433,126600
2021/6/10,125900,126800,125600,126800,941,126800
2021/6/9,125400,126200,125000,125700,1113,125700
2021/6/8,123500,125400,123500,125400,1252,125400
2021/6/7,122500,123400,122000,123300,1017,123300
2021/6/4,122000,122700,121400,122100,1054,122100
2021/6/3,120900,122700,120400,122000,1204,122000
2021/6/2,121000,121400,120300,120900,1204,120900
2021/6/1,120400,121200,120200,121100,1053,121100
2021/5/31,119300,120500,119000,120500,764,120500
2021/5/28,118200,119800,118200,119300,1267,119300
2021/5/27,118300,120000,117500,120000,2031,120000
2021/5/26,118500,118600,117700,118600,695,118600
2021/5/25,118600,118700,117600,118400,1377,118400
2021/5/24,118000,119100,118000,119000,685,119000
2021/5/21,118200,118500,117800,117900,581,117900
