日付,始値,高値,安値,終値,出来高,調整後終値
2022/1/28,162500,166400,161100,164600,19915,164600
2022/1/27,162400,163600,157900,163600,16278,163600
2022/1/26,158100,162400,157600,162300,10660,162300
2022/1/25,160400,161000,157800,158900,10102,158900
2022/1/24,160000,162000,156200,160400,15080,160400
2022/1/21,159300,162000,154400,160500,22274,160500
2022/1/20,164600,167100,160900,161100,27861,161100
2022/1/19,174500,174500,164500,164500,16839,164500
2022/1/18,175000,177400,173700,174900,8398,174900
2022/1/17,175300,176600,174200,174300,4664,174300
2022/1/14,178900,178900,175900,176600,10122,176600
2022/1/13,176300,177400,175100,176900,10781,176900
2022/1/12,174000,176600,173900,175200,8323,175200
2022/1/11,170500,175400,170500,173700,10044,173700
2022/1/7,173700,174700,170500,170800,10447,170800
2022/1/6,176100,176300,173900,174300,6904,174300
2022/1/5,181200,181600,175600,175600,10746,175600
2022/1/4,182400,182400,178700,181200,6598,181200
2021/12/30,179200,180700,179100,179800,7001,179800
2021/12/29,176900,180400,176200,180300,8644,180300
2021/12/28,174800,175600,173800,175200,4214,175200
2021/12/27,175300,175800,173300,173700,4069,173700
2021/12/24,176300,177600,174700,175300,5803,175300
2021/12/23,176800,177900,176000,176600,6925,176600
2021/12/22,178800,179200,176400,177100,9149,177100
2021/12/21,181200,181300,178700,178900,9035,178900
2021/12/20,185200,185300,181300,181500,9233,181500
2021/12/17,182900,187100,181800,187000,17085,187000
2021/12/16,183000,183000,181200,181300,4769,181300
2021/12/15,181800,182200,180900,182100,4645,182100
2021/12/14,181900,183300,181200,181600,6012,181600
2021/12/13,184900,185900,181800,181800,5470,181800
2021/12/10,184700,184800,183000,184800,10015,184800
2021/12/9,185400,185400,183000,184500,8710,184500
2021/12/8,182900,185700,182900,185700,8734,185700
2021/12/7,180200,183600,180200,182700,5096,182700
2021/12/6,180800,181700,179300,181000,7292,181000
2021/12/3,182100,183900,180400,181500,8809,181500
2021/12/2,181800,184300,180000,180500,12210,180500
2021/12/1,181100,185100,180900,182100,14566,182100
2021/11/30,184000,186600,180500,180500,28660,180500
2021/11/29,183200,184700,180200,181800,10226,181800
2021/11/26,187300,188200,181900,185800,9031,185800
2021/11/25,186400,186700,185100,186100,5796,186100
2021/11/24,182800,186000,182300,184800,8190,184800
2021/11/22,181100,183800,180900,182800,4974,182800
2021/11/19,183200,183900,181400,181900,6864,181900
2021/11/18,185200,185600,183600,184300,5022,184300
2021/11/17,188000,188500,184300,184900,8036,184900
2021/11/16,186200,188600,185200,188600,7575,188600
2021/11/15,185600,186400,184900,186100,10620,186100
2021/11/12,184000,187900,183600,186100,15320,186100
2021/11/11,182700,182700,180100,180500,6973,180500
2021/11/10,184600,185000,181300,181800,6288,181800
2021/11/9,187600,187900,185200,185200,6863,185200
2021/11/8,187900,189000,186800,188300,6491,188300
2021/11/5,189200,189600,184900,187900,5636,187900
2021/11/4,189900,190000,186300,187100,6344,187100
2021/11/2,188800,190000,187900,188600,5753,188600
2021/11/1,189400,190100,188200,188800,6163,188800
