日付,始値,高値,安値,終値,出来高,調整後終値
2022/1/28,115300,116400,114100,116100,2423,116100
2022/1/27,115100,115600,112400,115600,4151,115600
2022/1/26,113400,115600,112800,115100,2926,115100
2022/1/25,114000,114600,112200,113800,3952,113800
2022/1/24,113000,115100,112300,114700,4136,114700
2022/1/21,110100,113700,108100,113100,6017,113100
2022/1/20,115000,116100,112100,112100,6117,112100
2022/1/19,118700,119000,114800,114900,4860,114900
2022/1/18,121400,121500,119000,119000,2930,119000
2022/1/17,120800,121600,120200,120900,2044,120900
2022/1/14,121100,121400,120100,120800,2537,120800
2022/1/13,120700,121200,120200,120400,2403,120400
2022/1/12,117900,120200,117900,120200,3549,120200
2022/1/11,117600,118800,117600,117900,1949,117900
2022/1/7,118100,118800,117500,117700,2311,117700
2022/1/6,116500,118200,116200,117600,2563,117600
2022/1/5,118100,118600,117100,117100,3134,117100
2022/1/4,116800,118500,116100,118100,3121,118100
2021/12/30,116600,117200,116100,116100,2269,116100
2021/12/29,115500,116800,115100,116800,1808,116800
2021/12/28,115800,116200,114500,115700,2269,115700
2021/12/27,117400,117600,115500,115500,1539,115500
2021/12/24,118600,119000,117400,117400,2611,117400
2021/12/23,116100,119000,116100,118600,5955,118600
2021/12/22,115200,116200,114800,115700,5290,115700
2021/12/21,113400,115200,113200,115200,3362,115200
2021/12/20,113900,114800,113200,113400,3915,113400
2021/12/17,112100,114300,111800,113000,7228,113000
2021/12/16,112700,113000,112200,112200,1954,112200
2021/12/15,112700,112900,112300,112800,1414,112800
2021/12/14,113300,113500,112700,113100,2479,113100
2021/12/13,114000,114200,113200,113600,2025,113600
2021/12/10,115100,115100,113000,113600,4979,113600
2021/12/9,115000,115900,114200,115100,3311,115100
2021/12/8,114500,115400,114100,115200,3903,115200
2021/12/7,113000,114000,112900,114000,1686,114000
2021/12/6,114200,115000,112700,112900,3429,112900
2021/12/3,112900,114300,112900,114000,3901,114000
2021/12/2,112800,114500,112800,112900,5013,112900
2021/12/1,111400,113600,111300,112700,5760,112700
2021/11/30,112000,114200,111300,111300,10783,111300
2021/11/29,112200,113900,110900,112400,7629,112400
2021/11/26,113400,113700,112000,113700,4955,113700
2021/11/25,112500,113700,112500,113700,2924,113700
2021/11/24,112600,113300,111800,112700,2319,112700
2021/11/22,112100,113700,112000,113100,5523,113100
