日付,始値,高値,安値,終値,出来高,調整後終値
2022/1/28,338500,345000,334500,342500,7348,342500
2022/1/27,327500,335500,323000,335500,8939,335500
2022/1/26,328000,333000,325500,327500,5427,327500
2022/1/25,333000,334000,326000,330000,6678,330000
2022/1/24,323500,331000,320000,330500,8272,330500
2022/1/21,320000,326500,308500,323500,14112,323500
2022/1/20,324000,330500,323500,323500,15045,323500
2022/1/19,342000,343000,330000,330500,10154,330500
2022/1/18,343000,346500,342000,344000,4201,344000
2022/1/17,340000,346000,339500,344000,3796,344000
2022/1/14,346500,347500,341500,343000,5889,343000
2022/1/13,345000,348500,344500,346500,4796,346500
2022/1/12,342500,346500,342000,344500,5055,344500
2022/1/11,342500,350000,342500,347500,5140,347500
2022/1/7,343500,349000,343500,344500,5001,344500
2022/1/6,348000,348500,344500,345000,5022,345000
2022/1/5,353000,353000,346000,346500,5884,346500
2022/1/4,349500,354000,348500,353000,3639,353000
2021/12/30,347000,350500,346000,348500,3481,348500
2021/12/29,349000,351000,346000,346500,3329,346500
2021/12/28,342500,348000,342500,347500,2511,347500
2021/12/27,345500,346000,341500,343500,1390,343500
2021/12/24,344000,345000,342000,342000,3242,342000
2021/12/23,340000,344000,340000,341500,2493,341500
2021/12/22,341500,342500,339500,341000,3743,341000
2021/12/21,337500,341500,335500,340500,4560,340500
2021/12/20,336000,340000,335000,335000,7588,335000
2021/12/17,327500,341500,327000,340500,13122,340500
2021/12/16,330500,334000,330000,332000,3403,332000
2021/12/15,333000,333000,329000,332000,3198,332000
2021/12/14,336000,337000,329500,330500,5635,330500
2021/12/13,340000,341000,333500,333500,5667,333500
2021/12/10,338000,341000,333500,341000,13450,341000
2021/12/9,326500,332000,325500,331000,7488,331000
2021/12/8,325500,327500,323000,325000,5489,325000
2021/12/7,324000,327500,323000,324000,3549,324000
2021/12/6,323500,328000,323500,325000,3878,325000
2021/12/3,318500,324500,318000,323500,6291,323500
2021/12/2,318000,322500,316500,317000,9374,317000
2021/12/1,327000,327500,319000,322000,12030,322000
2021/11/30,322000,330500,319500,323500,31210,323500
2021/11/29,323500,328500,319500,323000,10168,323000
2021/11/26,324000,327000,321500,326500,6430,326500
2021/11/25,328000,329000,324500,325000,3842,325000
2021/11/24,315500,325500,315500,324500,6181,324500
2021/11/22,321500,324500,321500,322500,3697,322500
2021/11/19,321500,324500,320500,324500,8669,324500
2021/11/18,325000,327500,321500,321500,4110,321500
2021/11/17,322500,327500,322500,325000,6604,325000
2021/11/16,325500,326500,322000,322000,3280,322000
2021/11/15,323500,325500,323500,325500,3360,325500
2021/11/12,328000,330000,323500,325000,4062,325000
2021/11/11,326000,328000,325000,328000,3611,328000
2021/11/10,326000,326500,323500,325000,3391,325000
2021/11/9,329500,330000,324000,324000,3835,324000
2021/11/8,325500,329500,325000,329500,3652,329500
2021/11/5,327500,329000,323000,325000,3070,325000
2021/11/4,322500,324000,319000,321500,5321,321500
2021/11/2,322500,327000,322000,323500,3684,323500
2021/11/1,328500,328500,322500,323500,3091,323500
2021/10/29,324000,328500,320000,327000,6090,327000
2021/10/28,323500,325000,317000,322000,5689,322000
2021/10/27,321000,325000,320500,323000,4893,323000
2021/10/26,327000,327500,320000,320000,3856,320000
2021/10/25,326500,329000,324000,325500,2770,325500
2021/10/22,325000,328000,324000,325500,3873,325500
2021/10/21,329500,331500,327000,327500,3569,327500
2021/10/20,333500,335000,328500,329500,3265,329500
2021/10/19,336500,337000,331500,336500,6551,336500
2021/10/18,327000,333000,323000,332000,7757,332000
2021/10/15,325500,329500,324500,329500,3624,329500
2021/10/14,326000,329500,322500,325500,5273,325500
2021/10/13,324500,328000,323000,326500,6086,326500
2021/10/12,320000,323000,319500,321000,2665,321000
2021/10/11,318000,321500,315000,321000,4158,321000
2021/10/8,323000,325000,316000,316000,6422,316000
2021/10/7,315500,324000,313500,322500,5408,322500
2021/10/6,320000,324000,313000,318500,7526,318500
2021/10/5,321000,322500,308500,319000,8177,319000
2021/10/4,329000,333500,323500,324000,5003,324000
2021/10/1,329000,330500,322500,322500,7604,322500
2021/9/30,330000,333500,325500,326500,6941,326500
2021/9/29,337500,337500,330500,330500,4885,330500
2021/9/28,337500,339000,334000,337500,5337,337500
2021/9/27,338500,339500,335500,336500,5937,336500
2021/9/24,334500,338500,333500,335500,9480,335500
2021/9/22,348500,348500,336000,337000,9058,337000
2021/9/21,344500,347000,341500,346500,6995,346500
2021/9/17,341000,344500,339500,344000,9088,344000
2021/9/16,344500,345000,337500,341000,7572,341000
2021/9/15,345500,347000,337500,341000,6386,341000
2021/9/14,345500,349000,344500,346500,4831,346500
2021/9/13,342000,345000,340500,342000,4441,342000
2021/9/10,346500,347000,342500,345000,6629,345000
2021/9/9,342000,344000,339500,342000,5457,342000
2021/9/8,345000,345500,337000,340000,7701,340000
2021/9/7,341000,344500,340000,344500,8832,344500
2021/9/6,340000,342500,338000,341000,9802,341000
2021/9/3,329000,339500,329000,336000,11997,336000
2021/9/2,329000,334000,325000,330000,55348,330000
2021/9/1,332500,334500,325500,329000,35995,329000
2021/8/31,327000,327500,323000,325500,14345,325500
2021/8/30,323000,332000,323000,332000,24139,332000
2021/8/27,316500,328500,316000,328500,22685,328500
2021/8/26,312000,317000,311500,316000,29850,316000
2021/8/25,320000,321500,314000,314000,15936,314000
2021/8/24,323000,326000,321500,321500,7096,321500
2021/8/23,326000,330000,324000,324000,7428,324000
2021/8/20,329000,332500,327000,329000,5207,329000
2021/8/19,332000,335500,329000,330000,6669,330000
2021/8/18,334000,337000,333500,335500,4280,335500
2021/8/17,333500,337500,332000,335000,3435,335000
2021/8/16,333000,336000,332000,334500,2326,334500
2021/8/13,337500,339000,333000,333500,3505,333500
2021/8/12,338500,338500,334500,335500,3146,335500
2021/8/11,338000,340500,336500,338500,3267,338500
2021/8/10,340000,341000,336500,337000,5245,337000
2021/8/6,337000,339000,334000,336500,5014,336500
2021/8/5,333500,341000,333000,340000,5853,340000
2021/8/4,329000,333500,328000,332000,5663,332000
2021/8/3,331500,332000,328500,329000,2708,329000
2021/8/2,330000,332500,327000,331000,5515,331000
2021/7/30,326500,330500,325000,326000,5967,326000
2021/7/29,326500,329500,325500,326000,9015,326000
2021/7/28,325500,328500,324500,326500,4667,326500
2021/7/27,325000,326500,322000,325000,4313,325000
2021/7/26,331000,331000,320500,321500,7216,321500
2021/7/21,325500,330500,324500,326500,4364,326500
2021/7/20,325000,329000,323000,327000,5305,327000
2021/7/19,328000,330500,325500,327000,6277,327000
2021/7/16,328000,331500,327000,329500,6531,329500
2021/7/15,331000,332500,325000,326000,5174,326000
2021/7/14,327000,332000,326500,331000,5221,331000
2021/7/13,324500,329500,324000,326500,5664,326500
2021/7/12,323000,324500,321000,321000,4437,321000
2021/7/9,320500,324500,317500,321500,12086,321500
2021/7/8,330000,330500,322500,324500,9262,324500
2021/7/7,329500,331000,326000,327500,7579,327500
