日付,始値,高値,安値,終値,出来高,調整後終値
2021/9/22,138600,140900,138400,138400,1992,138400
2021/9/21,138800,139300,138000,138300,790,138300
2021/9/17,139700,140800,139300,140200,1388,140200
2021/9/16,138400,139800,138100,139300,1280,139300
2021/9/15,137400,138400,137100,137500,1520,137500
2021/9/14,138100,138300,137000,137500,1523,137500
2021/9/13,136900,137900,136700,137700,916,137700
2021/9/10,136400,136800,136400,136500,757,136500
2021/9/9,136300,137500,136300,136400,1373,136400
2021/9/8,136800,137300,136100,136900,2245,136900
2021/9/7,138000,138100,136500,137000,2728,137000
2021/9/6,138200,139000,138000,138000,1285,138000
2021/9/3,138900,139300,137900,138000,1287,138000
2021/9/2,139000,139800,138100,138900,1257,138900
2021/9/1,139500,140300,139000,139000,889,139000
2021/8/31,142000,142000,139200,139200,1262,139200
2021/8/30,141600,142500,140900,142500,1957,142500
2021/8/27,138200,141400,138000,141300,3139,141300
2021/8/26,136200,138500,136100,138200,1781,138200
2021/8/25,137600,138400,136100,136400,3167,136400
2021/8/24,138600,139600,138100,138100,1384,138100
2021/8/23,139500,140700,138600,138600,2148,138600
2021/8/20,140600,141100,138000,139600,2723,139600
2021/8/19,140300,141400,140300,141000,1314,141000
2021/8/18,140000,140800,139900,140700,978,140700
2021/8/17,140200,140600,140000,140200,790,140200
2021/8/16,140700,140900,140100,140400,948,140400
2021/8/13,141900,142300,140700,140700,988,140700
2021/8/12,141000,142200,141000,142000,1019,142000
2021/8/11,141500,142400,140900,141000,901,141000
2021/8/10,140600,141700,140500,140600,1919,140600
2021/8/6,143300,143400,140600,140800,2942,140800
2021/8/5,142000,143600,142000,143000,1951,143000
2021/8/4,143700,143800,141900,142000,3208,142000
2021/8/3,144300,144600,143300,143900,15460,143900
2021/8/2,153800,153800,148000,150500,9729,150500
2021/7/30,152800,153600,149200,150100,1931,150100
2021/7/29,152900,154000,150400,154000,5114,154000
2021/7/28,155000,157900,155000,156500,2346,156500
2021/7/27,156000,156300,155100,155800,1789,155800
2021/7/26,155100,156000,155000,156000,1853,156000
2021/7/21,152500,155800,152500,155800,2289,155800
2021/7/20,151500,153700,149600,152500,3830,152500
2021/7/19,153600,153600,152100,152500,1219,152500
2021/7/16,152000,155000,151600,154400,1254,154400
2021/7/15,152300,153600,151200,151600,938,151600
2021/7/14,150900,153400,150300,152100,1029,152100
2021/7/13,149800,150800,149800,149900,857,149900
2021/7/12,148300,150800,148000,149500,1279,149500
2021/7/9,145000,147700,144900,147000,1252,147000
2021/7/8,146500,147900,145600,145600,1309,145600
2021/7/7,146600,147200,146000,146000,791,146000
2021/7/6,147500,149000,146700,146900,892,146900
2021/7/5,145200,147900,144200,147500,1981,147500
2021/7/2,144400,145000,143700,145000,1169,145000
2021/7/1,143600,144600,142900,143800,951,143800
2021/6/30,144200,144200,142200,142800,821,142800
2021/6/29,142000,144200,142000,143800,1113,143800
2021/6/28,141000,142000,140300,142000,743,142000
2021/6/25,140500,140800,140100,140300,233,140300
2021/6/24,139200,140600,138700,140400,503,140400
2021/6/23,139300,139400,138100,138900,451,138900
2021/6/22,137100,138900,136900,138300,577,138300
2021/6/21,136000,137300,135900,137300,616,137300
2021/6/18,135900,137400,135800,137200,1027,137200
2021/6/17,138500,138900,136200,136200,1265,136200
2021/6/16,138900,139400,138500,139000,760,139000
2021/6/15,141500,141900,139000,139300,1048,139300
2021/6/14,141600,142500,141200,141800,909,141800
2021/6/11,141000,142000,140400,141800,1244,141800
2021/6/10,138500,140900,138500,140900,1264,140900
2021/6/9,138500,139700,137800,138700,1146,138700
2021/6/8,136300,138500,136300,138300,815,138300
2021/6/7,134800,136500,134700,135900,1020,135900
2021/6/4,133400,134700,133200,134600,565,134600
2021/6/3,133800,133900,132900,133300,813,133300
2021/6/2,133500,134100,133100,133200,521,133200
2021/6/1,134100,134100,133100,133500,566,133500
2021/5/31,134600,134600,133800,134400,431,134400
2021/5/28,133500,134600,132900,134600,742,134600
2021/5/27,133300,133500,132700,133500,933,133500
2021/5/26,133300,133400,132300,132500,460,132500
2021/5/25,132900,133300,132100,133200,513,133200
2021/5/24,131600,133000,131500,132900,429,132900
2021/5/21,130300,131900,129700,131300,667,131300
2021/5/20,129300,130000,128400,129700,1126,129700
2021/5/19,128200,129000,127700,128600,799,128600
2021/5/18,126900,127900,126700,127200,538,127200
2021/5/17,127900,127900,126000,126300,1280,126300
2021/5/14,128400,130200,121900,121900,1720,121900
2021/5/13,129000,129100,127200,127200,1001,127200
2021/5/12,129500,130100,129000,129000,967,129000
2021/5/11,131000,131100,129900,131100,799,131100
2021/5/10,132500,132500,131000,131000,528,131000
